type,id,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,len,first_word,data
CSI_DATA,210,1a:00:00:00:00:00,-54,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,2847973,0,44,0,384,1,"[44,-64,2,0,0,0,0,0,0,0,-4,-1,-16,-2,-16,-2,-17,-1,-17,-1,-17,-1,-16,-1,-16,-1,-16,-1,-16,0,-16,0,-17,1,-18,2,-18,2,-18,2,-18,2,-18,3,-17,4,-16,4,-16,4,-17,4,-17,4,-17,4,-17,4,-17,6,-18,6,-19,6,-10,3,-19,8,-20,8,-20,9,-19,9,-19,8,-20,8,-20,8,-20,8,-20,9,-21,9,-21,9,-21,9,-22,9,-22,9,-23,9,-23,10,-24,10,-24,9,-23,7,-24,6,-24,6,-24,6,-24,6,-24,6,-24,5,-24,4,-6,0,0,0,0,0,0,0,0,0,0,0,-8,-4,-30,-13,-30,-12,-31,-10,-31,-10,-30,-10,-30,-9,-31,-8,-31,-8,-30,-8,-30,-7,-30,-6,-31,-5,-32,-5,-33,-6,-33,-6,-34,-3,-34,-3,-33,-3,-32,-3,-34,0,-35,1,-34,0,-33,1,-33,1,-34,0,-36,1,-36,2,-37,3,-38,3,-39,5,-38,5,-38,6,-38,8,-39,9,-38,8,-39,7,-39,9,-40,10,-41,9,-41,9,-42,9,-44,7,-44,6,-45,6,-46,6,-47,7,-48,7,-48,7,-47,6,-47,5,-47,5,-48,5,-48,3,-48,0,-48,-2,-47,-4,-46,-5,-12,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-5,28,-17,28,-16,29,-17,29,-17,29,-15,28,-13,27,-14,28,-15,29,-15,30,-14,30,-13,29,-14,29,-14,29,-12,28,-11,28,-13,28,-14,27,-13,27,-12,26,-12,26,-12,27,-13,27,-13,27,-12,28,-13,26,-13,25,-12,24,-13,24,-14,23,-15,22,-15,22,-16,21,-17,21,-17,21,-18,21,-18,20,-18,19,-18,18,-18,18,-19,18,-20,17,-22,17,-23,16,-23,15,-22,14,-23,14,-24,13,-25,12,-25,13,-25,13,-25,13,-25,13,-26,13,-28,12,-30,12,-30,12,-30,3,-8]"
CSI_DATA,211,1a:00:00:00:00:00,-54,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,2858075,0,44,0,384,1,"[44,-64,2,0,0,0,0,0,0,0,-4,1,-16,6,-16,6,-16,8,-16,8,-16,7,-16,7,-16,7,-15,8,-15,8,-15,8,-15,9,-15,10,-15,10,-15,10,-15,10,-15,11,-14,11,-13,11,-13,12,-14,12,-14,12,-14,12,-13,12,-14,14,-14,15,-15,15,-7,8,-13,16,-14,17,-14,18,-13,18,-14,17,-14,18,-14,18,-14,18,-14,18,-15,18,-16,19,-16,18,-16,18,-17,19,-17,19,-18,20,-18,20,-18,20,-18,19,-18,18,-19,18,-19,17,-20,17,-21,17,-21,16,-21,15,-6,3,0,0,0,0,0,0,0,0,0,0,-8,2,-33,9,-32,11,-31,12,-31,12,-31,12,-30,13,-30,15,-30,15,-29,14,-28,14,-28,14,-28,15,-30,16,-30,17,-29,19,-28,21,-29,23,-28,21,-27,20,-27,22,-27,24,-26,23,-25,23,-25,23,-27,22,-29,24,-28,26,-26,28,-27,29,-27,30,-26,29,-26,30,-27,32,-26,33,-24,33,-26,31,-27,33,-28,34,-29,34,-29,33,-30,35,-31,36,-31,36,-31,36,-32,36,-34,37,-35,37,-35,37,-35,35,-36,34,-38,34,-39,34,-39,33,-39,32,-40,32,-41,30,-41,28,-11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-9,11,-33,11,-32,11,-33,11,-33,12,-31,13,-29,14,-29,15,-29,15,-31,15,-31,14,-31,12,-31,12,-32,13,-30,14,-28,14,-28,13,-29,13,-28,14,-27,14,-26,14,-27,14,-28,13,-29,12,-29,12,-29,12,-28,11,-27,10,-27,10,-28,8,-28,7,-27,7,-27,7,-27,6,-27,6,-28,5,-29,3,-28,1,-28,1,-28,0,-28,0,-28,-1,-29,-2,-29,-2,-29,-2,-28,-2,-28,-2,-29,-4,-28,-5,-29,-6,-30,-7,-29,-7,-29,-7,-30,-8,-32,-10,-32,-11,-32,-11,-31,-3,-8]"
CSI_DATA,212,1a:00:00:00:00:00,-54,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,2867965,0,44,0,384,1,"[44,-64,2,0,0,0,0,0,0,0,1,-4,6,-13,6,-13,5,-14,5,-14,5,-14,5,-13,5,-13,4,-13,4,-13,4,-13,4,-14,3,-15,3,-15,3,-15,3,-15,2,-16,1,-15,1,-15,1,-15,1,-15,2,-15,1,-15,1,-15,0,-16,0,-17,0,-18,-1,-9,-1,-18,-1,-19,-2,-19,-2,-19,-2,-19,-2,-19,-2,-19,-2,-19,-2,-19,-2,-20,-2,-20,-1,-20,-1,-21,-1,-21,-1,-22,-1,-22,-1,-23,-1,-22,0,-22,1,-22,1,-22,2,-22,2,-22,2,-22,3,-21,4,-21,1,-6,0,0,0,0,0,0,0,0,0,0,4,-6,18,-22,16,-23,15,-24,15,-23,14,-22,14,-22,14,-24,13,-25,13,-24,12,-24,11,-23,10,-24,11,-25,11,-25,11,-26,9,-28,9,-29,9,-28,8,-27,7,-29,6,-30,7,-28,6,-28,5,-29,6,-29,6,-30,5,-31,4,-32,4,-33,4,-33,3,-32,3,-32,2,-33,1,-35,0,-35,2,-36,2,-37,0,-37,2,-36,2,-36,2,-37,3,-39,4,-40,4,-40,5,-41,5,-42,5,-42,5,-42,7,-42,7,-41,7,-41,8,-41,8,-40,9,-39,11,-40,13,-39,14,-39,3,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,27,5,27,5,28,5,28,4,28,3,28,2,27,3,27,3,28,2,28,2,28,3,28,4,28,2,27,1,26,2,27,3,27,2,26,2,26,2,26,2,26,3,26,2,25,3,26,3,26,3,25,3,23,4,23,4,24,5,23,6,22,6,23,7,24,8,22,8,22,8,21,9,20,10,21,10,21,11,21,12,20,13,19,14,19,14,19,13,18,13,18,14,17,15,16,16,16,16,17,16,17,16,16,16,17,18,17,20,17,22,17,22,17,5,4]"
CSI_DATA,213,1a:00:00:00:00:00,-54,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,2887973,0,44,0,384,1,"[44,-64,2,0,0,0,0,0,0,0,0,3,1,15,1,15,2,15,2,16,2,15,1,15,2,15,2,15,2,14,3,14,4,15,5,16,5,15,4,15,4,15,6,15,6,15,6,14,6,14,6,15,6,15,6,15,7,14,8,15,9,16,9,16,4,8,10,16,10,17,11,17,11,16,11,16,11,17,11,17,11,17,11,17,12,18,12,18,12,18,11,18,11,19,11,20,12,21,12,21,11,21,10,21,10,21,9,21,9,21,9,21,9,22,8,22,7,22,1,5,0,0,0,0,0,0,0,0,0,0,-2,7,-8,29,-5,30,-3,31,-3,30,-3,29,-2,29,-2,30,-1,31,0,29,1,28,1,28,2,28,2,29,2,30,3,30,5,31,7,34,6,33,6,30,6,30,7,31,8,30,9,29,9,30,8,31,9,32,11,32,13,32,13,33,14,33,15,33,16,33,16,34,17,33,18,33,17,34,18,35,19,36,19,36,18,36,18,36,18,38,18,39,19,41,19,41,18,42,18,42,18,42,16,41,15,41,15,42,15,43,14,43,12,43,11,44,9,44,8,45,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-7,-21,-26,-20,-26,-20,-27,-20,-27,-19,-27,-18,-27,-17,-26,-17,-26,-18,-27,-18,-28,-17,-27,-18,-27,-19,-28,-18,-28,-16,-27,-16,-26,-17,-25,-16,-25,-16,-26,-16,-25,-16,-25,-17,-25,-17,-24,-17,-24,-17,-24,-17,-23,-17,-23,-17,-23,-18,-22,-18,-21,-18,-20,-19,-20,-19,-20,-20,-19,-21,-19,-21,-18,-20,-16,-21,-16,-23,-16,-23,-16,-24,-15,-24,-14,-24,-13,-24,-12,-23,-11,-23,-11,-24,-10,-25,-9,-26,-8,-27,-10,-27,-9,-27,-8,-28,-8,-28,-8,-30,-8,-31,-7,-30,-5,-8,-2]"
CSI_DATA,214,1a:00:00:00:00:00,-55,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,2897990,0,44,0,384,1,"[44,-64,2,0,0,0,0,0,0,0,-2,0,-6,3,-6,4,-5,4,-6,4,-6,4,-6,4,-5,4,-5,4,-5,4,-5,4,-5,5,-5,5,-5,5,-5,5,-5,5,-5,6,-4,6,-4,5,-4,5,-4,6,-4,6,-4,6,-4,6,-4,6,-4,7,-4,7,-2,3,-3,7,-4,8,-3,8,-3,8,-4,8,-4,8,-4,8,-4,8,-4,8,-4,8,-4,9,-4,9,-4,9,-4,9,-4,9,-4,9,-5,10,-5,9,-5,9,-5,9,-5,9,-5,9,-6,9,-6,9,-6,8,-6,8,-2,2,0,0,0,0,0,0,0,0,0,0,-7,1,-25,5,-24,8,-25,10,-24,10,-23,8,-24,8,-25,10,-25,11,-24,10,-23,11,-22,12,-22,13,-22,13,-23,13,-24,13,-24,16,-24,17,-24,16,-22,15,-21,17,-21,18,-22,18,-21,19,-20,20,-20,19,-20,19,-20,20,-19,22,-20,23,-20,23,-20,23,-20,24,-20,26,-19,28,-19,26,-20,26,-20,28,-19,29,-20,29,-20,28,-21,28,-22,28,-23,27,-23,28,-24,29,-26,31,-26,31,-27,29,-27,29,-27,30,-27,30,-27,30,-27,29,-28,26,-29,25,-30,23,-30,22,-8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-5,12,-21,12,-24,14,-24,15,-23,15,-20,15,-21,13,-24,13,-25,13,-23,15,-22,16,-22,15,-23,14,-22,15,-20,14,-20,13,-19,12,-18,13,-18,14,-20,12,-22,11,-23,11,-21,11,-21,11,-22,11,-22,11,-21,10,-20,10,-20,10,-22,9,-22,8,-20,7,-21,6,-22,6,-22,5,-22,4,-22,4,-20,3,-21,3,-21,2,-21,2,-22,1,-23,0,-24,0,-23,0,-23,-1,-23,-2,-22,-4,-22,-4,-22,-4,-22,-4,-22,-4,-23,-4,-24,-5,-25,-6,-27,-7,-27,-7,-24,-2,-6]"
CSI_DATA,215,1a:00:00:00:00:00,-55,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,3017964,0,44,0,384,1,"[44,-64,2,0,0,0,0,0,0,0,1,0,7,2,7,2,7,1,7,1,7,2,7,1,7,1,7,1,7,1,7,1,8,0,8,0,8,0,8,0,8,0,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,8,-2,8,-2,9,-2,9,-2,4,-2,9,-3,9,-4,9,-4,9,-4,9,-3,10,-3,10,-3,10,-3,10,-4,10,-4,11,-4,11,-4,11,-4,11,-4,11,-4,12,-4,12,-4,12,-4,12,-3,11,-3,12,-2,12,-2,12,-2,12,-2,12,-2,12,-1,3,-1,0,0,0,0,0,0,0,0,2,2,8,6,24,17,25,16,26,15,26,14,26,13,26,12,27,12,27,11,27,11,27,10,26,9,27,9,27,9,29,8,30,8,30,7,30,7,31,5,31,4,31,3,31,2,32,2,31,2,31,2,32,2,33,1,35,1,36,0,37,-1,37,-1,37,-2,37,-4,37,-5,37,-5,38,-6,39,-5,40,-5,40,-5,41,-6,42,-6,43,-5,44,-4,44,-4,45,-4,46,-4,47,-5,48,-5,47,-5,47,-4,46,-3,47,-2,47,-1,48,0,48,2,47,4,46,6,46,7,16,2,4,1,-2,-1,-3,-1,0,0,0,0,0,0,2,-1,0,-1,-4,0,-12,2,-33,8,-33,8,-34,7,-33,6,-33,5,-33,4,-32,4,-33,4,-33,4,-34,4,-34,4,-33,4,-33,3,-33,3,-32,3,-32,3,-32,4,-31,3,-31,3,-30,3,-30,3,-31,3,-31,4,-31,4,-30,4,-29,4,-29,5,-28,5,-27,6,-27,7,-27,8,-27,8,-27,8,-27,9,-26,10,-25,10,-25,11,-25,11,-24,12,-24,13,-24,15,-23,16,-22,17,-21,17,-20,17,-19,17,-19,18,-19,19,-19,20,-19,20,-19,20,-19,20,-19,21,-19,22,-19,23,-19,24,-18,24,-7,9]"
CSI_DATA,216,1a:00:00:00:00:00,-55,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,3027972,0,44,0,384,1,"[44,-64,2,0,0,0,0,0,0,0,-2,-3,-6,-10,-6,-10,-7,-10,-7,-10,-7,-10,-7,-9,-7,-9,-7,-9,-7,-9,-7,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-10,-8,-9,-7,-9,-7,-10,-8,-10,-8,-10,-8,-10,-7,-11,-7,-12,-7,-12,-8,-6,-4,-13,-7,-13,-7,-14,-7,-14,-7,-13,-7,-14,-7,-14,-7,-14,-7,-14,-7,-14,-7,-15,-7,-15,-8,-15,-8,-15,-8,-15,-8,-16,-9,-16,-9,-16,-9,-15,-10,-15,-10,-15,-10,-14,-10,-14,-10,-14,-10,-14,-11,-13,-11,-4,-3,0,0,0,0,0,0,0,0,0,0,-3,-11,-10,-44,-13,-42,-16,-40,-16,-39,-17,-38,-18,-38,-19,-39,-20,-39,-20,-37,-20,-35,-20,-35,-22,-35,-23,-36,-23,-36,-25,-35,-28,-36,-31,-38,-30,-37,-28,-35,-29,-34,-32,-34,-32,-31,-32,-31,-31,-33,-31,-35,-33,-36,-35,-33,-37,-31,-39,-31,-41,-31,-42,-31,-42,-31,-43,-32,-45,-31,-45,-30,-45,-33,-46,-34,-48,-34,-47,-35,-46,-34,-47,-33,-49,-35,-50,-38,-52,-40,-52,-41,-52,-42,-53,-42,-53,-41,-50,-42,-49,-43,-48,-45,-49,-46,-48,-46,-46,-46,-46,-48,-45,-50,-43,-52,-11,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,41,17,41,18,41,18,42,19,40,20,38,21,37,22,37,23,38,23,38,22,38,21,39,21,41,22,41,23,37,23,35,23,36,22,35,20,34,21,33,22,34,21,35,21,34,20,34,19,35,18,35,16,35,16,35,17,35,16,34,13,34,12,34,13,35,13,35,12,36,12,35,10,33,7,34,6,35,5,36,5,37,3,37,2,37,0,36,-1,35,-1,35,-2,36,-2,35,-4,36,-5,37,-5,37,-7,37,-8,38,-7,38,-8,40,-11,41,-13,41,-13,10,-4]"
CSI_DATA,217,1a:00:00:00:00:00,-54,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,3040793,0,44,0,384,1,"[44,-64,2,0,0,0,0,0,0,0,4,-1,16,-4,16,-5,17,-6,17,-6,17,-5,16,-5,16,-5,16,-6,16,-6,16,-7,16,-8,16,-9,16,-9,16,-9,16,-9,16,-10,15,-11,14,-10,14,-11,15,-11,16,-11,15,-11,15,-12,15,-13,16,-14,17,-14,8,-8,16,-16,17,-16,17,-17,16,-17,16,-17,17,-17,17,-17,17,-17,17,-17,17,-18,18,-18,18,-18,19,-18,19,-18,20,-18,21,-19,21,-19,21,-18,22,-17,22,-17,22,-16,22,-16,23,-16,23,-15,23,-14,24,-13,6,-4,0,0,0,0,0,0,0,0,0,0,8,2,32,8,32,6,34,4,33,3,32,4,32,3,33,2,33,1,32,1,33,1,33,0,33,-1,33,-2,34,-2,34,-3,36,-7,36,-8,36,-6,34,-5,35,-8,36,-9,35,-8,34,-9,35,-10,35,-9,35,-9,35,-11,37,-14,39,-15,39,-16,38,-16,38,-16,39,-17,38,-19,39,-19,42,-18,43,-19,42,-21,42,-19,41,-18,43,-19,45,-20,46,-19,47,-19,49,-19,50,-18,50,-18,51,-18,52,-17,52,-16,51,-16,52,-15,50,-13,49,-11,52,-10,53,-8,53,-7,13,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,5,-29,23,-30,22,-31,22,-31,23,-31,21,-32,20,-32,19,-32,19,-31,19,-31,19,-31,20,-31,21,-30,21,-31,19,-31,17,-30,17,-30,18,-30,17,-30,16,-29,17,-28,17,-27,17,-27,17,-28,18,-28,19,-27,19,-26,18,-26,18,-25,19,-24,19,-22,18,-23,20,-23,21,-22,21,-22,22,-20,21,-18,22,-18,23,-17,23,-17,24,-17,25,-16,25,-16,26,-15,27,-15,26,-14,26,-13,26,-11,27,-11,27,-11,27,-10,28,-11,29,-12,29,-10,30,-9,32,-9,34,-8,32,-2,7]"
CSI_DATA,218,1a:00:00:00:00:00,-55,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,3047963,0,44,0,384,1,"[44,-64,2,0,0,0,0,0,0,0,-2,1,-7,4,-6,5,-6,5,-7,5,-7,5,-6,5,-6,5,-6,5,-6,5,-6,5,-6,6,-6,6,-6,6,-5,6,-5,6,-5,7,-5,7,-4,6,-4,7,-5,7,-5,7,-5,7,-4,7,-4,8,-4,8,-4,9,-2,4,-4,9,-4,9,-3,10,-3,10,-4,10,-4,10,-4,10,-4,10,-4,10,-4,10,-4,11,-4,11,-4,11,-4,11,-4,11,-5,12,-5,12,-5,12,-5,11,-6,11,-6,11,-6,11,-6,11,-6,11,-6,11,-7,10,-2,2,0,0,0,0,0,0,0,0,-4,0,-11,2,-30,8,-30,10,-29,11,-29,12,-28,13,-28,14,-28,14,-27,15,-26,14,-25,15,-25,15,-26,16,-26,17,-27,19,-27,20,-26,20,-25,19,-24,20,-24,22,-23,22,-22,24,-22,24,-22,24,-22,23,-22,24,-23,25,-24,27,-24,29,-23,29,-22,30,-21,31,-20,32,-19,33,-19,34,-19,34,-19,34,-20,34,-20,35,-21,37,-21,38,-22,38,-23,38,-24,38,-24,38,-25,40,-25,41,-25,42,-25,41,-27,40,-27,39,-28,39,-29,39,-30,40,-31,38,-32,37,-33,35,-34,33,-12,11,-4,3,0,-2,2,-3,0,0,0,0,0,0,-2,1,-1,0,1,-4,6,-11,16,-31,16,-31,16,-30,16,-30,17,-28,18,-28,19,-27,19,-28,19,-28,19,-29,19,-29,19,-28,19,-27,18,-26,18,-26,17,-26,17,-26,17,-25,16,-25,16,-24,17,-24,17,-25,17,-26,17,-26,16,-26,16,-25,14,-26,13,-26,11,-26,11,-26,10,-26,10,-26,9,-26,9,-27,8,-28,6,-28,5,-28,5,-27,4,-26,3,-26,2,-27,1,-28,0,-28,0,-28,-1,-28,-2,-27,-3,-27,-3,-27,-4,-28,-4,-28,-4,-28,-5,-28,-6,-28,-7,-29,-9,-30,-9,-30,-10,-30,-4,-11]"
CSI_DATA,219,1a:00:00:00:00:00,-53,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,3057981,0,44,0,384,1,"[44,-64,2,0,0,0,0,0,0,0,1,-4,5,-14,4,-14,3,-15,3,-15,3,-15,3,-15,3,-15,2,-14,2,-14,2,-15,1,-15,1,-16,1,-16,1,-16,1,-16,-1,-17,-1,-16,-1,-15,-2,-16,-2,-16,-1,-16,-2,-16,-2,-16,-3,-17,-3,-18,-3,-19,-2,-9,-5,-18,-5,-19,-5,-20,-6,-19,-5,-19,-5,-20,-6,-20,-6,-20,-6,-20,-5,-21,-5,-21,-5,-21,-5,-21,-5,-22,-5,-23,-5,-24,-5,-24,-4,-24,-4,-23,-3,-23,-3,-23,-2,-23,-2,-23,-1,-24,0,-23,0,-23,0,-6,0,0,0,0,0,0,0,0,0,0,2,-7,8,-29,6,-30,4,-30,4,-29,4,-28,3,-28,2,-29,1,-29,1,-28,1,-28,1,-28,0,-28,0,-28,-1,-30,-2,-30,-5,-31,-6,-32,-5,-31,-5,-29,-6,-30,-8,-31,-7,-30,-8,-29,-8,-30,-7,-31,-7,-32,-9,-32,-11,-33,-12,-33,-12,-33,-12,-32,-13,-33,-14,-34,-16,-34,-16,-34,-15,-35,-15,-37,-17,-37,-16,-37,-15,-36,-15,-37,-16,-39,-16,-40,-16,-40,-16,-41,-15,-42,-15,-43,-15,-43,-13,-43,-12,-43,-11,-44,-11,-44,-10,-44,-9,-43,-8,-43,-6,-43,-4,-43,-1,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,18,25,19,26,20,26,20,25,18,25,15,26,14,26,16,25,18,25,17,25,17,25,19,25,20,25,17,25,13,25,14,26,16,25,15,25,14,24,14,24,15,24,15,24,15,23,16,23,16,23,16,21,15,21,14,21,15,21,17,20,17,18,17,19,17,20,17,19,18,19,18,17,18,16,19,15,20,15,21,14,21,14,21,13,22,12,22,12,21,11,21,11,21,11,22,10,23,9,24,9,24,8,23,8,24,9,25,8,27,7,28,6,29,6,7,1]"
CSI_DATA,220,1a:00:00:00:00:00,-55,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,3067975,0,44,0,384,1,"[44,-64,2,0,0,0,0,0,0,0,2,1,8,7,8,6,9,6,9,6,9,6,8,6,8,6,8,5,8,5,9,5,10,5,10,5,10,5,10,4,10,4,11,4,11,3,10,3,10,3,10,3,11,3,11,3,11,3,12,2,13,2,13,3,6,1,13,1,14,1,14,1,14,1,14,1,14,1,15,1,15,1,15,1,15,1,16,1,16,1,16,2,16,2,16,2,17,2,17,2,17,3,16,3,16,4,16,4,16,4,16,5,16,5,16,5,15,6,4,1,0,0,0,0,0,0,0,0,0,0,2,4,10,18,12,18,13,17,13,16,13,16,13,16,14,16,14,16,14,15,14,15,14,14,15,13,15,13,15,14,16,13,18,13,18,13,17,13,17,13,19,12,20,11,18,11,18,11,19,11,19,12,20,11,21,11,23,11,24,11,24,10,24,10,24,10,25,9,26,8,26,8,26,10,27,10,27,9,27,10,27,9,28,9,28,11,28,12,29,12,30,12,31,13,31,13,31,13,30,14,29,14,29,15,30,15,28,16,27,17,28,18,28,18,26,19,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,-24,-3,-24,-3,-24,-3,-25,-3,-24,-5,-23,-6,-23,-5,-23,-5,-24,-5,-23,-6,-23,-6,-23,-5,-23,-6,-23,-6,-22,-7,-22,-6,-22,-5,-21,-6,-20,-6,-20,-6,-21,-6,-21,-5,-21,-5,-21,-6,-22,-5,-21,-4,-20,-4,-20,-4,-20,-3,-20,-2,-20,-2,-20,-2,-20,-2,-20,-1,-21,-1,-20,0,-19,1,-19,2,-19,2,-20,2,-20,3,-19,4,-19,5,-19,6,-18,6,-18,6,-18,6,-18,7,-18,7,-18,7,-18,8,-18,8,-18,8,-18,9,-19,10,-19,11,-19,10,-5,2]"
CSI_DATA,221,1a:00:00:00:00:00,-53,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,3077976,0,44,0,384,1,"[44,-64,2,0,0,0,0,0,0,0,1,3,7,12,8,11,9,11,9,12,8,12,8,11,8,11,9,11,9,10,10,10,10,10,11,10,11,10,11,10,12,9,13,9,12,8,12,8,12,8,13,8,13,8,13,8,13,7,14,7,15,7,16,8,8,3,17,6,18,6,18,6,18,6,18,6,18,6,18,6,18,6,19,6,19,6,20,7,20,7,20,7,20,7,21,7,22,7,22,8,21,8,21,9,20,9,20,10,20,10,20,10,20,11,19,11,18,12,4,3,0,0,0,0,0,0,0,0,0,0,2,6,10,27,12,27,13,25,14,24,14,24,14,24,15,24,16,23,16,22,15,21,16,20,17,21,18,21,19,22,20,21,22,20,23,21,21,20,20,19,23,19,25,18,24,18,23,16,24,17,24,19,25,19,27,18,29,17,29,17,30,16,30,15,30,15,32,15,33,14,33,15,32,16,33,17,34,17,34,17,35,17,37,17,37,18,37,19,37,19,37,20,39,20,39,20,39,20,38,21,37,21,37,23,37,24,37,25,37,26,35,27,34,27,33,28,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-3,-32,-10,-31,-11,-32,-11,-31,-11,-30,-13,-29,-13,-28,-14,-29,-14,-30,-14,-30,-15,-30,-14,-30,-13,-30,-13,-28,-14,-27,-15,-28,-13,-28,-12,-27,-13,-25,-13,-25,-13,-26,-13,-27,-13,-27,-13,-27,-12,-28,-11,-27,-10,-26,-9,-25,-9,-26,-8,-26,-8,-26,-7,-26,-7,-26,-6,-26,-6,-27,-5,-27,-4,-26,-2,-26,-1,-26,-1,-26,-1,-26,0,-27,2,-27,3,-26,4,-25,4,-24,4,-25,4,-25,6,-26,6,-26,6,-25,7,-25,7,-25,7,-27,9,-27,10,-27,11,-27,11,-7,2]"
CSI_DATA,222,1a:00:00:00:00:00,-54,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,3088275,0,44,0,384,1,"[44,-64,2,0,0,0,0,0,0,0,0,1,3,5,3,5,4,5,4,5,3,5,3,5,3,5,3,5,4,5,4,4,4,4,5,4,5,4,4,4,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,6,3,7,4,7,4,3,2,7,3,7,3,8,3,8,3,8,4,8,4,8,4,8,4,8,4,8,4,9,4,8,4,8,4,8,4,9,4,9,5,9,5,9,5,9,5,8,5,8,6,8,6,8,6,8,6,8,6,8,7,2,1,0,0,0,0,0,0,0,0,0,0,0,6,1,26,2,27,4,27,5,25,5,25,6,25,7,25,7,25,7,25,8,25,8,24,9,23,10,24,10,24,12,24,14,23,15,23,14,22,14,22,15,23,16,24,14,22,15,21,15,23,15,24,15,24,17,23,19,24,20,24,21,24,21,23,21,23,22,22,24,22,25,22,24,25,25,25,27,25,26,25,25,24,26,25,27,28,27,29,28,30,27,29,26,29,28,29,30,30,29,31,26,31,25,31,25,32,24,32,24,34,23,36,22,37,22,37,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,-24,-17,-24,-18,-25,-19,-25,-19,-23,-20,-22,-20,-22,-20,-22,-19,-22,-19,-22,-20,-23,-20,-24,-19,-24,-19,-22,-20,-20,-20,-21,-19,-21,-19,-20,-18,-20,-20,-20,-20,-20,-19,-20,-18,-20,-17,-21,-17,-22,-16,-21,-15,-20,-14,-20,-15,-21,-15,-21,-14,-21,-14,-22,-14,-22,-14,-22,-13,-23,-12,-22,-11,-22,-8,-22,-7,-23,-8,-23,-8,-24,-7,-25,-6,-25,-5,-24,-5,-24,-4,-24,-4,-23,-3,-24,-2,-24,-2,-24,-1,-24,0,-23,0,-25,0,-26,0,-28,2,-29,2,-28,2,-7,0]"
